election_id,election_name,election_date,state,total_seats,pollster,predictions_json,actual_results_json
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,Matrize,"{""AAP"": [32, 37], ""NDA"": [35, 40], ""INC"": [0, 1], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,P-Marq,"{""AAP"": [21, 31], ""NDA"": [39, 49], ""INC"": [0, 1], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,People's Insight,"{""AAP"": [15, 15], ""NDA"": [54, 54], ""INC"": [1, 1], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,People's Pulse,"{""AAP"": [10, 19], ""NDA"": [51, 60], ""INC"": [0, 0], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,Poll Diary,"{""AAP"": [18, 25], ""NDA"": [42, 50], ""INC"": [0, 2], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,Chanakya Strategies,"{""AAP"": [25, 28], ""NDA"": [39, 44], ""INC"": [2, 3], ""Others"": [0, 1]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,DV Research,"{""AAP"": [26, 34], ""NDA"": [36, 44], ""INC"": [0, 0], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,JVC,"{""AAP"": [22, 31], ""NDA"": [39, 45], ""INC"": [0, 2], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,Mind Brink,"{""AAP"": [44, 49], ""NDA"": [21, 25], ""INC"": [0, 1], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,Weepreside,"{""AAP"": [46, 52], ""NDA"": [18, 23], ""INC"": [0, 1], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,SAS Group,"{""AAP"": [27, 30], ""NDA"": [38, 41], ""INC"": [1, 3], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,Superbo-Poll,"{""AAP"": [38, 43], ""NDA"": [20, 25], ""INC"": [7, 12], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,Axis My India,"{""AAP"": [15, 25], ""NDA"": [45, 55], ""INC"": [0, 1], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,CNX,"{""AAP"": [10, 19], ""NDA"": [49, 61], ""INC"": [0, 1], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,Today's Chanakya,"{""AAP"": [13, 25], ""NDA"": [45, 57], ""INC"": [0, 1], ""Others"": [0, 3]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
maharashtra_2024,2024 Maharashtra Legislative Assembly election,2024-11-20,Maharashtra,288,P-MARQ,"{""Maha Yuti"": [147, 157], ""MVA"": [106, 146], ""Others"": [2, 8]}","{""Maha Yuti"": 235, ""MVA"": 50, ""Others"": 3}"
maharashtra_2024,2024 Maharashtra Legislative Assembly election,2024-11-20,Maharashtra,288,People's Pulse,"{""Maha Yuti"": [175, 195], ""MVA"": [85, 112], ""Others"": [7, 12]}","{""Maha Yuti"": 235, ""MVA"": 50, ""Others"": 3}"
maharashtra_2024,2024 Maharashtra Legislative Assembly election,2024-11-20,Maharashtra,288,Matrize,"{""Maha Yuti"": [150, 170], ""MVA"": [110, 130], ""Others"": [8, 10]}","{""Maha Yuti"": 235, ""MVA"": 50, ""Others"": 3}"
maharashtra_2024,2024 Maharashtra Legislative Assembly election,2024-11-20,Maharashtra,288,Lokshahi-Marathi Rudra,"{""Maha Yuti"": [148, 162], ""MVA"": [105, 120], ""Others"": [18, 23]}","{""Maha Yuti"": 235, ""MVA"": 50, ""Others"": 3}"
maharashtra_2024,2024 Maharashtra Legislative Assembly election,2024-11-20,Maharashtra,288,JVC,"{""Maha Yuti"": [150, 167], ""MVA"": [107, 125], ""Others"": [13, 14]}","{""Maha Yuti"": 235, ""MVA"": 50, ""Others"": 3}"
maharashtra_2024,2024 Maharashtra Legislative Assembly election,2024-11-20,Maharashtra,288,Today's Chanakya,"{""Maha Yuti"": [164, 186], ""MVA"": [89, 111], ""Others"": [8, 18]}","{""Maha Yuti"": 235, ""MVA"": 50, ""Others"": 3}"
maharashtra_2024,2024 Maharashtra Legislative Assembly election,2024-11-20,Maharashtra,288,Dainik Bhaskar,"{""Maha Yuti"": [125, 140], ""MVA"": [135, 150], ""Others"": [20, 25]}","{""Maha Yuti"": 235, ""MVA"": 50, ""Others"": 3}"
maharashtra_2024,2024 Maharashtra Legislative Assembly election,2024-11-20,Maharashtra,288,KK Survey and Strategies,"{""Maha Yuti"": [225, 225], ""MVA"": [56, 56], ""Others"": [7, 7]}","{""Maha Yuti"": 235, ""MVA"": 50, ""Others"": 3}"
maharashtra_2024,2024 Maharashtra Legislative Assembly election,2024-11-20,Maharashtra,288,Electoral Edge,"{""Maha Yuti"": [148, 148], ""MVA"": [150, 150], ""Others"": [20, 20]}","{""Maha Yuti"": 235, ""MVA"": 50, ""Others"": 3}"
